1,6422,3
2,22629,2
3,7315,1
3,7281,2
3,7288,3
3,7311,3
4,31506,1
4,31502,3
5,1803,3
5,1820,3
5,1759,1
5,1772,2
5,1806,3
6,31298,3
7,17306,2
8,26272,2
8,26295,1
8,26257,1
8,26253,3
9,32079,1
9,32049,2
9,32015,2
9,32006,1
9,32074,1
10,29486,3
10,29499,3
10,29522,2
10,29500,2
10,29516,2
11,2104,2
11,2103,1
11,2101,3
12,6790,3
13,19840,2
13,19838,3
13,19836,2
13,19839,3
13,19837,2
13,19841,1
14,13311,2
14,13316,3
14,13313,2
14,13322,3
15,410,3
16,5284,2
16,5305,3
17,26634,1
18,17458,3
18,17465,2
18,17462,1
19,18239,1
20,8699,2
20,8709,1
21,30885,1
21,30876,1
21,30880,2
21,30869,3
22,21396,1
22,21400,3
22,21399,3
22,21401,2
22,21397,2
22,21402,1
23,12471,3
24,16661,3
24,16659,1
25,16657,1
25,16654,2
25,16652,2
25,16655,1
25,16656,3
26,8696,3
26,8697,2
26,8693,1
26,8692,2
26,8694,3
27,16819,1
27,16812,2
27,16855,3
27,16840,2
28,23599,1
28,23618,2
29,17934,1
29,17913,1
29,17927,1
29,17918,2
29,17926,3
30,34213,2
30,34210,1
30,34181,2
31,23617,3
31,23618,1
31,23607,2
31,23601,2
32,20409,2
32,20388,1
32,20392,3
32,20394,2
33,16855,3
33,16842,2
33,16849,1
33,16841,3
33,16851,3
34,13133,2
34,13142,3
34,13140,1
34,13131,3
35,25992,2
35,25984,3
36,5895,1
36,5882,3
37,14369,2
37,14386,3
37,14378,1
37,14380,3
38,29483,2
39,26891,2
39,26867,1
39,26871,2
40,596,1
40,587,1
40,586,3
40,603,3
41,26586,2
42,34255,1
42,34260,1
42,34254,2
42,34262,1
42,34268,2
42,34264,3
43,15891,2
43,15885,1
43,15886,1
43,15888,1
44,25445,1
44,25438,3
44,25437,2
45,23349,1
45,23351,2
45,23345,2
46,9897,2
46,9896,2
46,9899,2
46,9903,2
47,34027,2
47,34022,1
47,34020,1
47,34036,3
47,34043,1
48,23193,3
48,23206,1
48,23203,1
48,23199,2
48,23201,3
48,23192,3
49,18234,3
49,18235,1
49,18236,2
49,18240,3
49,18232,2
49,18233,2
50,23402,1
51,12033,2
51,11994,3
51,11958,1
51,12057,3
51,11989,3
51,11920,3
52,15059,2
52,15073,1
52,15048,1
52,15043,1
52,15075,2
53,29628,3
53,29656,3
54,29234,2
54,29249,1
54,29233,1
54,29238,1
54,29218,1
55,23471,3
55,23451,2
55,23445,3
55,23477,3
56,23049,1
57,15477,1
57,15478,1
57,15489,1
58,18065,2
58,18074,2
58,18092,2
58,18115,3
58,18086,3
58,18114,3
59,13867,3
59,13860,2
59,13869,2
59,13868,1
60,20712,3
60,20714,1
60,20711,3
60,20704,3
61,1767,3
61,1759,3
61,1758,2
62,25952,1
62,25947,1
62,25957,1
62,25949,3
62,25950,1
63,30015,2
63,30001,2
63,30011,1
64,12698,2
64,12693,3
64,12702,3
65,6839,2
65,6828,3
66,35855,3
66,35852,1
66,35846,3
66,35853,3
67,20499,2
67,20519,3
68,22776,2
68,22830,1
68,22779,2
68,22785,2
68,22818,2
68,22812,2
69,20001,3
70,19662,3
70,19660,2
70,19655,1
70,19667,2
70,19658,1
71,4825,1
71,4803,2
71,4818,1
71,4834,1
71,4801,2
72,27106,1
72,27060,1
72,27126,1
72,27046,3
72,27070,2
73,20291,1
73,20293,1
73,20294,2
74,12979,2
75,5352,1
75,5350,3
75,5346,3
75,5348,1
75,5347,1
76,753,2
76,773,2
76,770,2
76,760,2
76,766,2
76,761,3
77,16713,3
77,16703,2
78,36046,1
78,36042,3
78,36044,3
78,36040,3
78,36035,3
78,36053,3
79,11732,3
79,11733,2
79,11737,1
79,11719,1
79,11734,3
80,19861,2
80,19858,1
80,19843,2
80,19846,3
80,19862,1
80,19847,1
81,21510,1
81,21493,3
81,21496,3
81,21451,3
81,21492,3
82,25875,2
82,25878,2
82,25876,1
82,25879,2
82,25887,2
82,25884,3
83,35634,3
84,20923,3
84,20927,3
84,20922,3
84,20917,3
84,20925,3
85,23411,2
85,23479,3
85,23452,1
85,23409,1
85,23472,3
86,21686,1
86,21671,2
86,21672,1
86,21669,3
86,21691,3
86,21675,2
87,17277,2
88,19167,1
88,19168,3
88,19165,2
88,19163,3
88,19171,2
88,19164,2
89,15422,1
89,15421,2
90,5326,3
90,5331,3
90,5340,3
90,5325,1
91,20333,1
91,20335,2
91,20348,2
91,20347,2
91,20350,1
92,16738,1
92,16733,3
92,16746,3
92,16737,1
92,16734,2
92,16745,2
93,10921,1
93,10917,3
93,10924,3
93,10939,2
93,10931,1
93,10923,1
94,8459,2
94,8441,2
94,8440,1
94,8462,2
95,31195,1
95,31214,3
95,31201,3
95,31191,1
96,18124,1
96,18126,1
97,18837,2
97,18827,3
98,34666,3
98,34657,1
98,34664,2
98,34661,1
98,34656,1
98,34668,3
99,4203,1
99,4205,3
99,4200,3
100,36088,2
100,36069,3
100,36059,1
101,22325,2
101,22334,1
101,22339,1
102,9906,1
102,9904,2
102,9905,1
102,9907,3
103,27396,3
103,27398,2
104,18039,1
104,18044,2
104,18046,1
104,18040,2
104,18045,2
105,17117,2
105,17118,1
106,21331,3
106,21309,1
106,21313,3
107,13470,2
107,13469,1
107,13471,3
107,13474,1
107,13473,1
108,30119,2
108,30143,3
108,30115,2
108,30124,3
108,30146,3
108,30133,2
109,10918,1
109,10931,3
109,10924,2
110,29668,1
110,29667,3
110,29669,1
111,11801,3
111,11799,1
